Segmento	CNPJ	Nome
S5	66262643	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE POMPEU LTDA. - SICOOB CREDIPEU
S5	1608685	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE RIO BRANCO LTDA
S5	9033698	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE RIO VERDE E REGIAO LTDA.
S5	73422792	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE RUBIATABA E REGIAO LTDA
S5	71154256	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE SACRAMENTO LTDA. - SICOOB SACRAMENTO
S5	6910457	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE SANTA CRUZ DAS PALMEIRAS E REGIAO
S5	41707258	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE SANTO ANTONIO DO MONTE LTDA.   SICOOB CREDIMONTE
S5	1374196	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE SAO FRANCISCO DE SALES LTDA.- SICOOB CREDICOOPERTRIL
S5	41683228	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE SAO GONCALO DO PARAA LTDA - SICOOB CREDISAOGON�ALO
S5	66402207	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE SAO ROQUE DE MINAS LTDA.   SICOOB SAROMCREDI
S5	22753982	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE SETE LAGOAS LTDA - SICOOB CREDISETE
S5	86564051	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE UNAI E NOROESTE DE MINAS LTDA. - SICOOB NOROESTE DE MINAS
S5	803287	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DE VAZANTE LTDA. - SICOOB CREDIVAZ
S5	71243034	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO ALTO E MEDIO JEQUITINHONHA LTDA - SICOOB CREDIJEQUITINHONHA
S5	1727929	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO ALTO PARANAIBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRACAO DE MINAS
S5	41805003	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO ALTO SAO FRANCISCO LTDA.
S5	16779741	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO ALTO VALE DO ITAJAI - VIACREDI ALTO VALE
S5	3730508	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO GOIANO LTDA.
S5	3612764	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO LESTE DE RONDONIA LTDA - CREDISIS LESTE
S5	9403026	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO LESTE MARANHENSE   SICOOB CENTRO LESTE MARANHENSE
S5	2173447	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO NORDESTE MINEIRO LTDA - SICOOB CREDICENM
S5	2282709	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO NORTE GOIANO
S5	26072728	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO OESTE MINEIRO LTDA.   SICOOB UNIAO CENTRO OESTE
S5	2015588	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.
S5	71238232	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO-OESTE DE MINAS LTDA - SICOOB CREDICARMOMINAS
S5	33579731	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO-SUL GOIANO LTDA
S5	3941182	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CIRCUITO DAS MALHAS LTDA. - SICOOB CREDMALHAS
S5	13517050	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO ESTADO DO AMAPA - SICOOB AMAPA
S5	83836114	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO ESTADO DO PARA - SICOOB COOESA
S5	2931668	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO ESTADO DO RIO DE JANEIRO - SICOOB FLUMINENSE
S5	25395435	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO LESTE DE MINAS LTDA. - SICOOB CREDICAF
S5	1110032	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO LESTE MINEIRO LTDA.- UNICRED LESTE MINEIRO
S5	5241619	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO MEDIO LESTE DE MATO GROSSAO - SICOOB PRIMAVERA MT
S5	1644264	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO MEDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI
S5	64276058	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO NORDESTE DE MINAS GERAIS E SUL DA BAHIA LTDA - SICOOB CREDINORTE
S5	41753500	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO NORDESTE DE MINAS GERAIS LTDA - SICOOB CARLOS CHAGAS
S5	73398646	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO NORDESTE E CENTRO SUL DA BAHIA LTDA.   SICOOB COOPERE
S5	71154876	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO NOROESTE DE MINAS GERAIS LTDA.   SICOOB CREDIPINHO
S5	698609	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO NOROESTE DE MINAS LTDA. SICOOB CREDIPARANOR
S5	23623636	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO NORTE DE MATO GROSSAO - SICOOB NORTE MT
S5	5582619	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO NORTE DO PARAANA - SICOOB NORTE DO PARAANA
S5	9424988	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO OESTE MARANHENSE - SICOOB OESTE MARANHENSE
S5	71297899	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO OESTE MINEIRO LTDA. - SICOOB CREDICOPA
S5	3732359	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO PAJEU, AGRESTE E RECIFE - SICOOB PERNAMBUCO
S5	26178533	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO PONTAL DO TRIANGULO LTDA - SICOOB CREDIPONTAL
S5	1667352	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO SERTAO DE MINAS GERAIS LTDA. - SICOOB SERTAO MINAS
S5	3632872	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO SUDOESTE DA AMAZONIA LTDA. - SICOOB CREDISUL.
S5	24795049	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO SUDOESTE GOIANO
S5	3985375	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO SUDOESTE RONDONIENSE LTDA. - CREDISIS ROLIMCREDI
S5	3427097	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO SUL CATARINENSE - CECRISACRED
S5	1604998	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO SUL DE MINAS LTDA - SICOOB CREDIVASS
S5	24048910	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO SUL E SUDOESTE DE MINAS GERAIS, BAIXA MOGIANA E REGIAO LTDA. - SICOOB CREDINTER
S5	68987	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO TRIANGULO MINEIRO E SUDESTE DE GOIAS LTDA. - SICOOB ARACREDI
S5	86829827	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE - SICOOB CREDIVALE/SC
S5	19869338	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO ACO LTDA - SICOOB VALE DO ACO
S5	5244177	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO ARAGUAIA - SICOOB ARAGUAIA
S5	24830879	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO ARAGUAIA LTDA.
S5	25404542	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO GORUTUBA LTDA - SICOOB CREDIVAG
S5	5203605	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO JAMARI - SICOOB VALE DO JAMARI
S5	2309070	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO MACHADO - CREDISIS JICRED
S5	24799033	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO PARANAIBA LTDA.
S5	1637949	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO PARANAPANEMA
S5	25683475	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO RIO GRANDE LTDA. - SICOOB UBERABA
S5	968602	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE DO SAO PATRICIO LTDA.
S5	4544165	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE MADEIRA-MAMORE - SICOOB PORTOCREDI
S5	7108146	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO VALE RIO CRIXAS LTDA.
S5	32430233	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO LESTE CAPIXABA - SICOOB LESTE CAPIXABA
S5	7318874	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO MEDIO OESTE - SICOOB MEDIO OESTE
S5	31815293	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO NORTE DO ESPIRITO SANTO - SICOOB NORTE
S5	2876918	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO NORTE SUL DA BAHIA LTDA.   SICOOB NORTE SUL
S5	1259518	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO SICOOB UNIMAIS RIO CLARO LTDA - SICOOB UNIMAIS RIO CLARO
S5	32467086	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO SUL DO ESPIRITO SANTO - SICOOB SUL
S5	32474884	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO SUL-LITORANEA DO ESPIRITO SANTO
S5	815319	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO SUL-SERRANA DO ESPIRITO SANTO
S5	4876393	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO TRES FRONTEIRAS - SICOOB TRES FRONTEIRAS
S5	1703620	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO UNIAO DO CENTRO OESTE DE MINAS LTDA
S5	8742188	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO UNIAO E NEGOCIOS - SICOOB INTEGRACAO
S5	25387655	COOPERATIVA DE CREDITO DE LIVRE ADMISSAO VALE DO MUCURI LTDA. - SICOOB CREDIVALE
S5	28572261	COOPERATIVA DE CREDITO DE MENDES LTDA
S5	41669227	COOPERATIVA DE CREDITO DE PRODUTORES RURAIS E DE LIVRE ADMISSAO DO TRIANGULO LTDA    SICOOB CREDITRIL
S5	2245493	COOPERATIVA DE CREDITO DE SALVADOR - SICREDI SALVADOR
S5	10548608	COOPERATIVA DE CREDITO DE SERVIDORES DA UESC - UESCOOP
S5	2674113	COOPERATIVA DE CREDITO DE SERVIDORES PUBLICOS COOPERPLAN LTDA. - SICOOB COOPERPLAN
S5	17361536	COOPERATIVA DE CREDITO DE SERVIDORES PUBLICOS E TRABALHADORES DA REDE DE ENSINO DA REGIAO E COLAR METROPOLITANO DO VALE DO ACO LTDA. - SICOOB COSMIPA
S5	25387671	COOPERATIVA DE CREDITO DO ALTO PARANAIBA E REGIAO LTDA.
S5	9576038	COOPERATIVA DE CREDITO DO CENTRO OESTE DE GOIAS - SICREDI CENTRO OESTE GO
S5	1187961	COOPERATIVA DE CREDITO DO DISTRITO FEDERAL E ENTORNO LTDA. - SICOOB
S5	7122321	COOPERATIVA DE CREDITO DO IGUACU INTEGRADO - SICOOB INTEGRADO
S5	5772229	COOPERATIVA DE CREDITO DO NOROESTE DO PARAANA - SICOOB NOROESTE DO PARAANA
S5	3461243	COOPERATIVA DE CREDITO DO NORTE CATARINENSE - ACREDICOOP
S5	81011686	COOPERATIVA DE CREDITO DO NORTE CATARINENSE E SUL PARAANAENSE - SICOOB CREDINORTE
S5	25420696	COOPERATIVA DE CREDITO DO OESTE MINEIRO E REGIAO METROPOLITANA DE BELO HORIZONTE LTDA. - SICOOB CREDIOESTE
S5	3033469	COOPERATIVA DE CREDITO DO PLANALTO SUL - SICOOB CREDISSERRANA
S5	952415	COOPERATIVA DE CREDITO DO SERVIDOR FEDERAL LTDA   SICOOB CREDFAZ SERVIDOR FEDERAL
S5	3320525	COOPERATIVA DE CREDITO DO TRIANGULO MINEIRO E SAO FRANCISCO LTDA. - SICOOB ARACOOP
S5	2883398	COOPERATIVA DE CREDITO DO VALE DO ITAJAI E VALE DO ITAPOCU - SICOOB MULTICREDI
S5	4237413	COOPERATIVA DE CREDITO DO VALE DO SAO FRANCISCO - SICREDI VALE DO SAO FRANCISCO
S5	3422007	COOPERATIVA DE CREDITO DOS BANCARIOS DE SAO PAULO E MUNICIPIOS LIMITROFES
S5	2295034	COOPERATIVA DE CREDITO DOS CORRETORES E DEMAIS TECNICOS DE SEGUROS DO ESTADO DE SANTA CATARINA, E EMPRESARIOS DE BLUMENAU - SICOOB CREDICOR-SC
S5	19495266	COOPERATIVA DE CREDITO DOS EMPREGADOS DA COMPANHIA INDUSTRIAL CATAGUASES E DA BAUMINAS LTDA. - COOPECIC
S5	62605290	COOPERATIVA DE CREDITO DOS EMPREGADOS DAS EMPRESAS DO GRUPPO M&G NO BRASIL
S5	43730498	COOPERATIVA DE CREDITO DOS EMPREGADOS DE ELEVADORES ATLAS
S5	57996878	COOPERATIVA DE CREDITO DOS EMPREGADOS DO GRUPO AKZO NOBEL BRASIL - COOP AKZONOBEL
S5	977212	COOPERATIVA DE CREDITO DOS EMPREGADOS DO GRUPO COPERSUCAR E CTC - UNICOPER
S5	64293582	COOPERATIVA DE CREDITO DOS EMPREGADOS DO GRUPO VALLOUREC NO BRASIL - COOVALL LTDA.
S5	42153585	COOPERATIVA DE CREDITO DOS EMPREGADOS DO IRB-BRASIL RE LTDA.
S5	2405189	COOPERATIVA DE CREDITO DOS EMPREGADOS DO SISTEMA FIESC - CREDIFIESC
S5	5888589	COOPERATIVA DE CREDITO DOS EMPRESARIOS DA GRANDE CURITIBA E CAMPOS GERAIS - SICOOB SUL
S5	10319386	COOPERATIVA DE CREDITO DOS EMPRESARIOS DA GRANDE DOURADOS - SICOOB DOURADOS
S5	4406371	COOPERATIVA DE CREDITO DOS EMPRESARIOS DE GOIANIA LTDA.
S5	10808037	COOPERATIVA DE CREDITO DOS EMPRESARIOS DE MANAUS   SICOOB CREDEMPRESAS AM
S5	10311218	COOPERATIVA DE CREDITO DOS EMPRESARIOS EM TRANSPORTES RODOVIARIOS DE FRANCISCO BELTRAO E REGIAO - RODOCREDITO
S5	7469260	COOPERATIVA DE CREDITO DOS EMPRESARIOS INDUSTRIAIS VINCULADOS - FIEMG LTDA - SICOOB CREDIFIEMG
S5	44746352	COOPERATIVA DE CREDITO DOS FORNECEDORES DE CANA DE BARRA BONITA E REGIAO
S5	53623781	COOPERATIVA DE CREDITO DOS FORNECEDORES DE CANA E AGROPECUARISTAS DA REGIAO OESTE PAULISTA - SICOOB COOPCRED
S5	53776852	COOPERATIVA DE CREDITO DOS FORNECEDORES DE CANA E DEMAIS PRODUTORES RURAIS DO CENTRO DO ESTADO DE SAO PAULO - CREDICENTRO
S5	51010858	COOPERATIVA DE CREDITO DOS FUNCIONARIOS DA ABB - COOPERABB
S5	2208747	COOPERATIVA DE CREDITO DOS FUNCIONARIOS DAS  SECRETARIAS DA AGRICULTURA, MEIO AMBIENTE E DESENVOLVIMENTO AGRICOLA DO ESTADO DE SAO PAULO - COOPERCERES
S5	3657230	COOPERATIVA DE CREDITO DOS FUNCIONARIOS DO GRUPO PPG
S5	25363615	COOPERATIVA DE CREDITO DOS INTEGRANTES DO PODER JUDICIARIO E DAS INSTITUICOES JURIDICAS DA UNIAO EM MINAS GERAIS LTDA.   SICOOB COOPJUS
S5	3519240	COOPERATIVA DE CREDITO DOS INTEGRANTES DO PODER JUDICIARIO E DO MINISTERIO PUBLICO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB JUS-MP
S5	7836458	COOPERATIVA DE CREDITO DOS LOJISTAS DO DISTRITO FEDERAL - SICOOB CREDILOJISTA
S5	5040680	COOPERATIVA DE CREDITO DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO LTDA. - MAGICREDI-RJ
S5	9552111	COOPERATIVA DE CREDITO DOS MAGISTRADOS, SERVIDORES DA JUSTICA DO ESTADO DE GOIAS E EMPREGADOS DA CELG LTDA.
S5	2833202	COOPERATIVA DE CREDITO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE VITORIA DA CONQUISTA
S5	71418784	COOPERATIVA DE CREDITO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DO SUL DE MINAS LTDA. - UNICRED SUL DE MINAS
S5	73443863	COOPERATIVA DE CREDITO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE, CONTABILISTAS, PROFESSAORES E EMPRESARIOS DE BLUMENAU E VALE DO ITAJAI LTDA ? UNICRED BLUMENAU
S5	3055269	COOPERATIVA DE CREDITO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE, PEQUENOS EMPRESARIOS, MICROEMPRESARIOS E MICROEMPREENDEDORES - SICOOB UNIMAIS BANDEIRANTE
S5	8143326	COOPERATIVA DE CREDITO DOS MEDICOS E PROFISSIONAIS DE SAUDE DE SAO LUIS - SICREDI SAO LUIS
S5	26191078	COOPERATIVA DE CREDITO DOS MEDICOS, DEMAIS PROFISSIONAIS DE SAUDE E DOS EMPRESARIOS DA REGIAO DO SUL DO MARANHAO - CREDI SUL DO MARANHAO
S5	74064502	COOPERATIVA DE CREDITO DOS MEDICOS, PROFISSIONAIS DA AREA DA SAUDE, PROFESSAORES, CONTABILISTAS E EMPRESARIOS DA GRANDE FLORIANOPOLIS LTDA. - UNICRED FLORIANOPOLIS
S5	3234384	COOPERATIVA DE CREDITO DOS MEDICOS, PROFISSIONAIS DA AREA DE SAUDE E EMPRESARIOS DA REGIAO DOS CAMPOS GERAIS LTDA.
S5	36900256	COOPERATIVA DE CREDITO DOS MEDICOS, PROFISSIONAIS DA SAUDE E EMPRESARIOS DE MATO GROSSAO
S5	5740092	COOPERATIVA DE CREDITO DOS METALURGICOS DO ABC - CREDABC
S5	6324872	COOPERATIVA DE CREDITO DOS PEQUENOS EMPRESARIOS, MICROEMPRESARIOS E MICROEMPREENDEDORES DO NORTE DE MINAS LTDA - SICOOB CREDINOSSAO
S5	50848910	COOPERATIVA DE CREDITO DOS PLANTADORES DE CANA DA REGIAO DE LENCOIS PAULISTA
S5	2412022	COOPERATIVA DE CREDITO DOS PROFISSIONAIS DA AREA DA SAUDE DE FRANCISCO BELTRAO-PR E REGIAO, UNIPRIME FRANCISCO BELTRAO
S5	70937271	COOPERATIVA DE CREDITO DOS PROFISSIONAIS DA SAUDE DAS REGIAOES DO TRIANGULO, CIRCUITO DAS AGUAS E CENTRO DE MINAS LTDA. - UNICRED MINEIRA
S5	1039011	COOPERATIVA DE CREDITO DOS PROFISSIONAIS DA SAUDE, CONTABILISTAS, EMPRESARIOS E PROFESSAORES DO OESTE E SERRA LTDA - UNICRED OESTE E SERRA
S5	2250781	COOPERATIVA DE CREDITO DOS PROFISSIONAIS DA SAUDE, DA EDUCACAO, PEQUENOS EMPRESARIOS, MICROEMPRESARIOS E MICROEMPREENDEDORES DO NORTE PAULISTA - SICOOB UNIMAIS NORTE PAULISTA
S5	71432926	COOPERATIVA DE CREDITO DOS PROFISSIONAIS DE SAUDE DO TRIANGULO MINEIRO E SUL DE MINAS LTDA.
S5	3358914	COOPERATIVA DE CREDITO DOS PROPRIETARIOS DA INDUSTRIA DE ROCHAS ORNAMENTAIS, CAL E CALCARIOS DO ESTADO DO ESPIRITO SANTO - SICOOB CREDIROCHAS
S5	3102185	COOPERATIVA DE CREDITO DOS SERVIDORES DA UNIAO NO NORDESTE - SICREDI FEDERALCRED NE
S5	83347294	COOPERATIVA DE CREDITO DOS SERVIDORES DO MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO NA REGIAO METROPOLITANA DE BELEM
S5	5728016	COOPERATIVA DE CREDITO DOS SERVIDORES DO MINISTERIO DA SAUDE EM MACEIO - SICREDI SAUDECRED
S5	21797311	COOPERATIVA DE CREDITO DOS SERVIDORES DOS PODERES LEGISLATIVOS DO ESTADO DE MINAS GERAIS E DO SEU ORGAO AUXILIAR LTDA. - SICOOB COFAL
S5	20833976	COOPERATIVA DE CREDITO DOS SERVIDORES PUBLICOS MUNICIPAIS DE TIMOTEO LTDA. - COOPERTIM
S5	4321309	COOPERATIVA DE CREDITO DOS SERVIDORES PUBLICOS NO ESTADO DA BAHIA LTDA. - SICOOB CRED EXECUTIVO
S5	19535009	COOPERATIVA DE CREDITO DOS TRANSPORTADORES RODOVIARIOS E DE LOGISTICA DO RIO GRANDE DO SUL - TRANSULCRED
S5	4484490	COOPERATIVA DE CREDITO E INVESTIMENTO DE LIVRE ADMISSAO DA ALTA NOROESTE DE SAO PAULO - SICREDI ALTA NOROESTE SP
S5	4463602	COOPERATIVA DE CREDITO E INVESTIMENTO DE LIVRE ADMISSAO DA REGIAO CENTRO OESTE PAULISTA - SICREDI CENTRO OESTE SP
S5	57647653	COOPERATIVA DE CREDITO E INVESTIMENTO DE LIVRE ADMISSAO DE ASSAOCIADOS DA REGIAO DAS FLORES, DAS AGUAS E DOS VENTOS SP - SICREDI FORCA DOS VENTOS SP
S5	7206072	COOPERATIVA DE CREDITO E INVESTIMENTO DE LIVRE ADMISSAO DO ALTO PARAANAPANEMA - SICREDI CAPAL PR/SP
S5	78907607	COOPERATIVA DE CREDITO E INVESTIMENTO DE LIVRE ADMISSAO DO CENTRO SUL DO PARAANA - SICREDI CENTRO SUL PR/SC
S5	79063574	COOPERATIVA DE CREDITO E INVESTIMENTO DE LIVRE ADMISSAO DO NORTE DO PARAANA E SUL DE SAO PAULO - SICREDI NORTE SUL PR/SP
S5	81115149	COOPERATIVA DE CREDITO E INVESTIMENTO DE LIVRE ADMISSAO GRANDES LAGOS DO PARAANA E LITORAL PAULISTA - SICREDI GRANDES LAGOS PR/SP
S5	81192106	COOPERATIVA DE CREDITO E INVESTIMENTO DE LIVRE ADMISSAO NOSSA TERRA   SICREDI NOSSA TERRA PR/SP
S5	81206039	COOPERATIVA DE CREDITO E INVESTIMENTO DE LIVRE ADMISSAO RIO PARAANA - SICREDI RIO PARAANA PR/SP
S5	3065046	COOPERATIVA DE CREDITO E INVESTIMENTO DO NOROESTE DO ESTADO DE SAO PAULO - SICREDI NOROESTE SP
S5	72128440	COOPERATIVA DE CREDITO E INVESTIMENTO DO RIO DE JANEIRO - SICREDI RIO
S5	4306351	COOPERATIVA DE CREDITO E INVESTIMENTO SICOOB INDEPENDENCIA - SICOOB INDEPENDENCIA
S5	77984870	COOPERATIVA DE CREDITO E INVESTIMENTO TERRA DOS PINHEIRAIS DO PARAANA E NOROESTE PAULISTA - SICREDI PLANALTO DAS �GUAS PR/SP
S5	81706616	COOPERATIVA DE CREDITO E INVESTIMENTOS DE LIVRE ADMISSAO DO VALE DO IVAI - SICREDI VALE DO IVAI PR
S5	7194313	COOPERATIVA DE CREDITO HORIZONTE - SICOOB HORIZONTE
S5	78825270	COOPERATIVA DE CREDITO MAXI ALFA DE LIVRE ADMISSAO DE ASSAOCIADOS - SICOOB MAXICREDITO
S5	4546162	COOPERATIVA DE CREDITO MUTUO DE SERVIDORES PUBLICOS DO ESTADO DE SAO PAULO - CREDIFISCO
S5	5861932	COOPERATIVA DE CREDITO MUTUO DOS ADVOGADOS DE SANTA CATARINA
S5	7070495	COOPERATIVA DE CREDITO MUTUO DOS COMERCIANTES DE VEICULOS, PECAS E ACESSORIOS PARAA VEICULOS DE CURITIBA E REGIAO - SICREDI SINCOCRED PR
S5	8030602	COOPERATIVA DE CREDITO MUTUO DOS CORRETORES DE SEGUROS DO ESTADO DE SAO PAULO - SICOOB CREDICOR/SP
S5	4853988	COOPERATIVA DE CREDITO MUTUO DOS DENTISTAS E DEMAIS PROFISSIONAIS DA SAUDE DE SAO CARLOS - SICREDI SAO CARLOS SP
S5	4715685	COOPERATIVA DE CREDITO MUTUO DOS DESPACHANTES DE TRANSITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CREDITRAN
S5	7753938	COOPERATIVA DE CREDITO MUTUO DOS DISTRIBUIDORES DE BEBIDAS DO ESTADO DE SAO PAULO - SICOOB CREDIBESP
S5	46642294	COOPERATIVA DE CREDITO MUTUO DOS EMPREGADOS DA EMBRAER
S5	55319370	COOPERATIVA DE CREDITO MUTUO DOS EMPREGADOS DA FIACAO ALPINA - COOPERALPINA
S5	58290800	COOPERATIVA DE CREDITO MUTUO DOS EMPREGADOS DA MAXION - CREDMAXION
S5	2104058	COOPERATIVA DE CREDITO MUTUO DOS EMPREGADOS DA PILKINGTON BRASIL
S5	49091119	COOPERATIVA DE CREDITO MUTUO DOS EMPREGADOS DA SKF E COLIGADAS
S5	6369729	COOPERATIVA DE CREDITO MUTUO DOS EMPREGADOS DAS INDUSTRIAS DO PAPEL, PAPELAO E CORTICA DE OTACILIO COSTA, LAGES E CORAREA PINTO - PAPELCREDI
S5	20833992	COOPERATIVA DE CREDITO MUTUO DOS EMPREGADOS DO CENTRO UNIVERSITARIO NEWTON PAIVA LTDA. - CREDIPAIVA
S5	2093154	COOPERATIVA DE CREDITO MUTUO DOS EMPREGADOS DO MAGAZINE LUIZA, EMPRESAS CONTROLADAS E COLIGADAS - COOPLUIZA
S5	66555665	COOPERATIVA DE CREDITO MUTUO DOS EMPREGADOS E SERVIDORES DA DERSA, SECRETARIA ESTADUAL DE LOGISTICA E TRANSPORTES E ORGAOS SUBORDINADOS DO ESTADO DE SAO PAULO - COOPTRANSP
S5	5292849	COOPERATIVA DE CREDITO MUTUO DOS EMPREGADOS EM EMPRESAS ADMINISTRADORAS DE AEROPORTOS - AEROCRED
S5	3674133	COOPERATIVA DE CREDITO MUTUO DOS EMPREGADOS EM INSTITUICOES DO SISTEMA FINANCEIRO NAS REGIAOES DE SAO PAULO E CAMPINAS (SP) - CREDISCOOP
S5	7814673	COOPERATIVA DE CREDITO MUTUO DOS EMPREGADOS NA CAIXA ECONOMICA FEDERAL NO ESTADO DE SAO PAULO - APCEFCREDI-SP
S5	4013172	COOPERATIVA DE CREDITO MUTUO DOS EMPRESARIOS DE FRANCA E REGIAO SICOOB CRED-ACIF
S5	6078926	COOPERATIVA DE CREDITO MUTUO DOS ESCRIVAES, NOTARIOS E REGISTRADORES NO ESTADO DO PARAANA - SICREDI CREDENOREG PR.
S5	5165103	COOPERATIVA DE CREDITO MUTUO DOS FUNCIONARIOS DA CAMDA-COCAREALPA - CREDI-CAMDA
S5	45421856	COOPERATIVA DE CREDITO MUTUO DOS FUNCIONARIOS DA FABRICA DE CIMENTO VOTORAN
S5	5747018	COOPERATIVA DE CREDITO MUTUO DOS FUNCIONARIOS DA FIEP, SESI, SENAI, IEL E COND EDIFICIO AGOSTINHO VELLOSAO DA SILVEIRA (CEAVS) - CREDFISP LTDA.
S5	11356599	COOPERATIVA DE CREDITO MUTUO DOS FUNCIONARIOS DA PERPARAT E DO IPA - COOPEMATER
S5	6077760	COOPERATIVA DE CREDITO MUTUO DOS FUNCIONARIOS DA RICLAN
S5	53932869	COOPERATIVA DE CREDITO MUTUO DOS FUNCIONARIOS DAS EMPRESAS FERROVIARIAS NO ESTADO DE SAO PAULO
S5	4414354	COOPERATIVA DE CREDITO MUTUO DOS FUNCIONARIOS DO GRUPO ABC - COOPER 7
